Year,flow
05/09/1966,77.4
06/09/1966,62.5
07/09/1966,74
08/09/1966,58.3
09/09/1966,69.8
10/09/1966,69
11/09/1966,53
12/09/1966,69.4
13/09/1966,45
14/09/1966,78.8
15/09/1966,69.4
16/09/1966,49.4
17/09/1966,70
18/09/1966,64.9
19/09/1966,60.2
20/09/1966,67.1
21/09/1966,62.6
22/09/1966,61.9
23/09/1966,62.6
24/09/1966,63.8
25/09/1966,63.9
26/09/1966,64.2
27/09/1966,59.6
28/09/1966,63.3
29/09/1966,59
30/09/1966,92.4
01/10/1966,79.3
02/10/1966,96.6
03/10/1966,100.2
04/10/1966,81
05/10/1966,76.7
06/10/1966,76.4
07/10/1966,71.3
08/10/1966,67.2
09/10/1966,90.2
10/10/1966,137.4
11/10/1966,82.2
12/10/1966,88.5
13/10/1966,87.5
14/10/1966,87.4
15/10/1966,55.5
16/10/1966,100.6
17/10/1966,96.9
18/10/1966,104.8
19/10/1966,92.5
20/10/1966,82.8
21/10/1966,77.4
22/10/1966,83.1
23/10/1966,77.5
24/10/1966,64.3
25/10/1966,90.2
26/10/1966,78.1
27/10/1966,70.9
28/10/1966,70.8
29/10/1966,49
30/10/1966,93.2
31/10/1966,73.3
01/11/1966,110.6
02/11/1966,80.3
03/11/1966,72.6
04/11/1966,103.4
05/11/1966,75.9
06/11/1966,87.2
07/11/1966,87.7
08/11/1966,77.9
09/11/1966,81.8
10/11/1966,74.2
11/11/1966,82.8
12/11/1966,100.2
13/11/1966,112.7
14/11/1966,108.7
15/11/1966,83.4
16/11/1966,91.1
17/11/1966,87.6
18/11/1966,82.9
19/11/1966,89.3
20/11/1966,84.8
21/11/1966,107.6
22/11/1966,69
23/11/1966,83.9
24/11/1966,107.7
25/11/1966,253.3
26/11/1966,227.2
27/11/1966,175.8
28/11/1966,417.5
29/11/1966,298
30/11/1966,243.1
01/12/1966,235.8
02/12/1966,223.9
03/12/1966,240.2
04/12/1966,189.1
05/12/1966,255.8
06/12/1966,225.2
07/12/1966,213.2
08/12/1966,208.7
09/12/1966,186.2
10/12/1966,187.1
11/12/1966,173.3
12/12/1966,179
13/12/1966,158.1
14/12/1966,160.4
15/12/1966,158.2
16/12/1966,189.9
17/12/1966,325.7
18/12/1966,289.5
19/12/1966,493.2
20/12/1966,435.8
21/12/1966,355.3
22/12/1966,303.4
23/12/1966,268
24/12/1966,283.5
25/12/1966,250.3
26/12/1966,210.8
27/12/1966,259.1
28/12/1966,227.8
29/12/1966,228.2
30/12/1966,222.7
31/12/1966,208.8
01/01/1967,220
02/01/1967,207.8
03/01/1967,208.8
04/01/1967,190.9
05/01/1967,194.7
06/01/1967,190.5
07/01/1967,197
08/01/1967,197.2
09/01/1967,185.2
10/01/1967,191.4
11/01/1967,181.5
12/01/1967,180
13/01/1967,179.9
14/01/1967,166.3
15/01/1967,180.7
16/01/1967,174
17/01/1967,224.3
18/01/1967,240.9
19/01/1967,222.9
20/01/1967,246.8
21/01/1967,258.1
22/01/1967,270.1
23/01/1967,265.5
24/01/1967,265.1
25/01/1967,262.9
26/01/1967,279.6
27/01/1967,259.1
28/01/1967,254.9
29/01/1967,267.8
30/01/1967,255.4
31/01/1967,266.1
01/02/1967,317.3
02/02/1967,526.3
03/02/1967,334.6
04/02/1967,335.1
05/02/1967,341.2
06/02/1967,310.2
07/02/1967,294.5
08/02/1967,272.3
09/02/1967,250.7
10/02/1967,192.6
11/02/1967,273.5
12/02/1967,229.1
13/02/1967,222.8
14/02/1967,240.7
15/02/1967,252.2
16/02/1967,264.9
17/02/1967,284.1
18/02/1967,249.9
19/02/1967,263.2
20/02/1967,228.6
21/02/1967,239
22/02/1967,265.9
23/02/1967,260.8
24/02/1967,273.8
25/02/1967,286.6
26/02/1967,286.8
27/02/1967,287.2
28/02/1967,288.5
01/03/1967,288.2
02/03/1967,272.7
03/03/1967,265.8
04/03/1967,256.5
05/03/1967,262.9
06/03/1967,242.7
07/03/1967,241.3
08/03/1967,236.6
09/03/1967,230.5
10/03/1967,219.5
11/03/1967,219
12/03/1967,182.5
13/03/1967,206.2
14/03/1967,192.2
15/03/1967,198.2
16/03/1967,180.2
17/03/1967,171.3
18/03/1967,193.1
19/03/1967,153.1
20/03/1967,173
21/03/1967,160.9
22/03/1967,160.2
23/03/1967,160.5
24/03/1967,164.2
25/03/1967,160.3
26/03/1967,146.7
27/03/1967,154.3
28/03/1967,167.3
29/03/1967,139.8
30/03/1967,141.9
31/03/1967,141.2
01/04/1967,140.4
02/04/1967,140.9
03/04/1967,141.2
04/04/1967,134.5
05/04/1967,144
06/04/1967,129.9
07/04/1967,122.9
08/04/1967,124.4
09/04/1967,144
10/04/1967,115.4
11/04/1967,130.5
12/04/1967,124.1
13/04/1967,124.7
14/04/1967,116.8
15/04/1967,116.9
16/04/1967,118.1
17/04/1967,116.6
18/04/1967,111.1
19/04/1967,116.5
20/04/1967,110.5
21/04/1967,111.7
22/04/1967,105
23/04/1967,111.5
24/04/1967,97.7
25/04/1967,111.6
26/04/1967,97.5
27/04/1967,97.7
28/04/1967,97.4
29/04/1967,96.7
30/04/1967,97.4
01/05/1967,91.7
02/05/1967,90.5
03/05/1967,98.3
04/05/1967,87.1
05/05/1967,84.9
06/05/1967,98
07/05/1967,84.7
08/05/1967,86.6
09/05/1967,85.6
10/05/1967,83.5
11/05/1967,85.4
12/05/1967,72.7
13/05/1967,91.1
14/05/1967,86
15/05/1967,76.9
16/05/1967,84.5
17/05/1967,83.9
18/05/1967,84.5
19/05/1967,78.1
20/05/1967,84.8
21/05/1967,83.6
22/05/1967,76.7
23/05/1967,77.9
24/05/1967,76.3
25/05/1967,78.6
26/05/1967,65.1
27/05/1967,84.5
28/05/1967,66.7
29/05/1967,77.7
30/05/1967,72.5
31/05/1967,73.3
01/06/1967,74.7
02/06/1967,67.1
03/06/1967,71.9
04/06/1967,88.5
05/06/1967,76.7
06/06/1967,76
07/06/1967,77.7
08/06/1967,70.7
09/06/1967,82.2
10/06/1967,91.5
11/06/1967,71.2
12/06/1967,71
13/06/1967,66
14/06/1967,58.9
15/06/1967,71.7
16/06/1967,70.8
17/06/1967,65.2
18/06/1967,65.6
19/06/1967,57.7
20/06/1967,59.5
21/06/1967,65
22/06/1967,55.2
23/06/1967,54.4
24/06/1967,56.9
25/06/1967,55.1
26/06/1967,55.8
27/06/1967,54.1
28/06/1967,56.5
29/06/1967,55.7
30/06/1967,50.1
01/07/1967,56.3
02/07/1967,46.7
03/07/1967,58.4
04/07/1967,45.9
05/07/1967,53.2
06/07/1967,46.8
07/07/1967,57.9
08/07/1967,48.7
09/07/1967,60.6
10/07/1967,47.7
11/07/1967,53.6
12/07/1967,49
13/07/1967,44.1
14/07/1967,44.6
15/07/1967,49.5
16/07/1967,63.4
17/07/1967,49.2
18/07/1967,44.4
19/07/1967,50.6
20/07/1967,50.3
21/07/1967,50.3
22/07/1967,52.1
23/07/1967,46.4
24/07/1967,44
25/07/1967,48.8
26/07/1967,52.8
27/07/1967,53.2
28/07/1967,53.7
29/07/1967,54.7
30/07/1967,47.9
31/07/1967,59.9
01/08/1967,44.2
02/08/1967,49.4
03/08/1967,55.8
04/08/1967,47.9
05/08/1967,53.2
06/08/1967,55.6
07/08/1967,34.7
08/08/1967,47.2
09/08/1967,65.4
10/08/1967,47
11/08/1967,57.1
12/08/1967,57.7
13/08/1967,47.6
14/08/1967,53
15/08/1967,47.4
16/08/1967,47.9
17/08/1967,53.4
18/08/1967,48.7
19/08/1967,42.7
20/08/1967,41.7
21/08/1967,54.5
22/08/1967,55.2
23/08/1967,54
24/08/1967,66.5
25/08/1967,114.5
26/08/1967,330.2
27/08/1967,125.3
28/08/1967,90.1
29/08/1967,81.6
30/08/1967,80.8
31/08/1967,75.1
01/09/1967,103.2
02/09/1967,184.7
03/09/1967,170.9
04/09/1967,108.6
05/09/1967,121.1
06/09/1967,266.7
07/09/1967,624.8
08/09/1967,254.1
09/09/1967,198
10/09/1967,157.2
11/09/1967,133.5
12/09/1967,126.9
13/09/1967,115.2
14/09/1967,116.1
15/09/1967,106.2
16/09/1967,116
17/09/1967,115.8
18/09/1967,140.7
19/09/1967,153.3
20/09/1967,177.7
21/09/1967,152.2
22/09/1967,130.9
23/09/1967,125.5
24/09/1967,115.3
25/09/1967,115.9
26/09/1967,115.9
27/09/1967,99.3
28/09/1967,101
29/09/1967,99.7
30/09/1967,100.9
01/10/1967,99.7
02/10/1967,105.7
03/10/1967,99.9
04/10/1967,85.2
05/10/1967,101.6
06/10/1967,95.3
07/10/1967,85.6
08/10/1967,90.4
09/10/1967,85.2
10/10/1967,85.6
11/10/1967,79.2
12/10/1967,89.8
13/10/1967,85.6
14/10/1967,76.9
15/10/1967,79.6
16/10/1967,80.1
17/10/1967,80.4
18/10/1967,73.6
19/10/1967,89.6
20/10/1967,99.8
21/10/1967,219.5
22/10/1967,132.4
23/10/1967,131.5
24/10/1967,122.2
25/10/1967,125.3
26/10/1967,115.5
27/10/1967,110.2
28/10/1967,204.9
29/10/1967,437.2
30/10/1967,216.9
31/10/1967,195.3
01/11/1967,169.7
02/11/1967,163
03/11/1967,153.2
04/11/1967,148
05/11/1967,148.6
06/11/1967,154.7
07/11/1967,154.8
08/11/1967,175.4
09/11/1967,170.2
10/11/1967,148.3
11/11/1967,147.9
12/11/1967,141.9
13/11/1967,147.9
14/11/1967,132.1
15/11/1967,148.2
16/11/1967,229.1
17/11/1967,142.1
18/11/1967,134.8
19/11/1967,138.3
20/11/1967,126.3
21/11/1967,196.5
22/11/1967,220.1
23/11/1967,208.6
24/11/1967,199.2
25/11/1967,210.9
26/11/1967,193.7
27/11/1967,184.5
28/11/1967,177.8
29/11/1967,172.5
30/11/1967,171.3
01/12/1967,155.9
02/12/1967,168
03/12/1967,173
04/12/1967,400.1
05/12/1967,419.9
06/12/1967,365.1
07/12/1967,309.5
08/12/1967,275.3
09/12/1967,252
10/12/1967,233.6
11/12/1967,229.6
12/12/1967,218.1
13/12/1967,219.7
14/12/1967,226.4
15/12/1967,212.6
16/12/1967,239.2
17/12/1967,228
18/12/1967,226.4
19/12/1967,235.4
20/12/1967,232
21/12/1967,277.2
22/12/1967,252
23/12/1967,370.1
24/12/1967,271.6
25/12/1967,305.1
26/12/1967,288.3
27/12/1967,321.6
28/12/1967,340.4
29/12/1967,393.8
30/12/1967,369.7
31/12/1967,360.2
01/01/1968,350.9
02/01/1968,347.6
03/01/1968,330.4
04/01/1968,320
05/01/1968,302
06/01/1968,302.1
07/01/1968,302.7
08/01/1968,245.9
09/01/1968,275.6
10/01/1968,373.7
11/01/1968,463.8
12/01/1968,409.4
13/01/1968,375.4
14/01/1968,566
15/01/1968,611.2
16/01/1968,564
17/01/1968,495.2
18/01/1968,452
19/01/1968,437.6
20/01/1968,433.7
21/01/1968,428.1
22/01/1968,436.7
23/01/1968,428.3
24/01/1968,416.5
25/01/1968,410.3
26/01/1968,411.7
27/01/1968,404.5
28/01/1968,444.9
29/01/1968,430.7
30/01/1968,431.8
31/01/1968,465.6
01/02/1968,563.1
02/02/1968,606.9
03/02/1968,608.4
04/02/1968,792.9
05/02/1968,1094.2
06/02/1968,870.1
07/02/1968,721.6
08/02/1968,679.7
09/02/1968,572
10/02/1968,599.3
11/02/1968,543.1
12/02/1968,533.5
13/02/1968,498.7
14/02/1968,485.5
15/02/1968,485.2
16/02/1968,479.6
17/02/1968,465.3
18/02/1968,460.2
19/02/1968,472.9
20/02/1968,556.4
21/02/1968,541.4
22/02/1968,528.8
23/02/1968,487.7
24/02/1968,460.1
25/02/1968,481.5
26/02/1968,552.1
27/02/1968,549
28/02/1968,542.2
29/02/1968,504.8
01/03/1968,477.3
02/03/1968,472.1
03/03/1968,450.5
04/03/1968,447.8
05/03/1968,437.6
06/03/1968,422.6
07/03/1968,393.7
08/03/1968,429.5
09/03/1968,394.1
10/03/1968,421.9
11/03/1968,394.7
12/03/1968,394.6
13/03/1968,399
14/03/1968,373.3
15/03/1968,367.3
16/03/1968,346.1
17/03/1968,345.6
18/03/1968,338.9
19/03/1968,317.8
20/03/1968,318.4
21/03/1968,304.6
22/03/1968,276.2
23/03/1968,297.7
24/03/1968,278.1
25/03/1968,278.8
26/03/1968,257.6
27/03/1968,264.8
28/03/1968,243.8
29/03/1968,249.9
30/03/1968,248.6
31/03/1968,213.7
01/04/1968,240.2
02/04/1968,233.8
03/04/1968,234.5
04/04/1968,234.4
05/04/1968,197.2
06/04/1968,232.5
07/04/1968,221.1
08/04/1968,208.3
09/04/1968,214.4
10/04/1968,207.4
11/04/1968,207
12/04/1968,198.1
13/04/1968,191.4
14/04/1968,197.9
15/04/1968,200.2
16/04/1968,185.9
17/04/1968,193.4
18/04/1968,192.6
19/04/1968,178.1
20/04/1968,200.3
21/04/1968,164
22/04/1968,186.9
23/04/1968,179
24/04/1968,165
25/04/1968,164.9
26/04/1968,144.7
27/04/1968,151.4
28/04/1968,106.9
29/04/1968,151.1
30/04/1968,200.4
01/05/1968,200.3
02/05/1968,151.1
03/05/1968,150.9
04/05/1968,144.6
05/05/1968,151.1
06/05/1968,145
07/05/1968,144.5
08/05/1968,130.7
09/05/1968,143.9
10/05/1968,144.7
11/05/1968,131.5
12/05/1968,138.3
13/05/1968,130.4
14/05/1968,130.6
15/05/1968,132.2
16/05/1968,124.9
17/05/1968,133
18/05/1968,119.4
19/05/1968,118.8
20/05/1968,133.1
21/05/1968,133.4
22/05/1968,118
23/05/1968,126.2
24/05/1968,119.4
25/05/1968,119.3
26/05/1968,119.9
27/05/1968,112.8
28/05/1968,112.6
29/05/1968,93.6
30/05/1968,107.4
31/05/1968,133.4
01/06/1968,126.9
02/06/1968,107.6
03/06/1968,120.9
04/06/1968,107.5
05/06/1968,113.6
06/06/1968,107.4
07/06/1968,107.1
08/06/1968,94.9
09/06/1968,100.2
10/06/1968,101.4
11/06/1968,103
12/06/1968,97.1
13/06/1968,90.9
14/06/1968,97.4
15/06/1968,96.8
16/06/1968,97.1
17/06/1968,98.6
18/06/1968,98.1
19/06/1968,97.8
20/06/1968,90.5
21/06/1968,98.6
22/06/1968,91.9
23/06/1968,86.3
24/06/1968,85.8
25/06/1968,93.6
26/06/1968,87.8
27/06/1968,87.7
28/06/1968,88.1
29/06/1968,95
30/06/1968,81.9
01/07/1968,94.3
02/07/1968,107.2
03/07/1968,71.8
04/07/1968,96.1
05/07/1968,95.4
06/07/1968,90
07/07/1968,90.5
08/07/1968,97.4
09/07/1968,93.8
10/07/1968,103.1
11/07/1968,67.8
12/07/1968,80.5
13/07/1968,80.2
14/07/1968,79.5
15/07/1968,75.6
16/07/1968,68.4
17/07/1968,76.7
18/07/1968,75.5
19/07/1968,78.7
20/07/1968,69.8
21/07/1968,65.1
22/07/1968,60.3
23/07/1968,63.9
24/07/1968,64.1
25/07/1968,71.2
26/07/1968,64.6
27/07/1968,67
28/07/1968,58.3
29/07/1968,56.1
30/07/1968,72.5
31/07/1968,67.1
01/08/1968,68.4
02/08/1968,64.7
03/08/1968,47.9
04/08/1968,65.4
05/08/1968,63.6
06/08/1968,66
07/08/1968,82.5
08/08/1968,70.3
09/08/1968,75.1
10/08/1968,63.4
11/08/1968,70.3
12/08/1968,65.7
13/08/1968,72.5
14/08/1968,99
15/08/1968,143.2
16/08/1968,103.1
17/08/1968,85.3
18/08/1968,72.8
19/08/1968,85.1
20/08/1968,92.2
21/08/1968,98.4
22/08/1968,84.4
23/08/1968,82.1
24/08/1968,45
25/08/1968,111.6
26/08/1968,75
27/08/1968,90.4
28/08/1968,98.7
29/08/1968,403.4
30/08/1968,533.4
31/08/1968,309
01/09/1968,199
02/09/1968,176.9
03/09/1968,140
04/09/1968,134
05/09/1968,120.9
06/09/1968,121.4
07/09/1968,111.7
08/09/1968,112.2
09/09/1968,112.1
10/09/1968,113
11/09/1968,140.9
12/09/1968,143.9
13/09/1968,202.4
14/09/1968,240.9
15/09/1968,193.3
16/09/1968,178.6
17/09/1968,176.4
18/09/1968,158.2
19/09/1968,193.1
20/09/1968,226.1
21/09/1968,233
22/09/1968,210.7
23/09/1968,181.8
24/09/1968,181.4
25/09/1968,175.2
26/09/1968,155.9
27/09/1968,167.7
28/09/1968,239.6
29/09/1968,212.7
30/09/1968,189.8
01/10/1968,179.5
02/10/1968,172
03/10/1968,160.1
04/10/1968,156.6
05/10/1968,138.5
06/10/1968,127.3
07/10/1968,216.8
08/10/1968,189.8
09/10/1968,316.1
10/10/1968,338.9
11/10/1968,236.7
12/10/1968,200.6
13/10/1968,198.4
14/10/1968,181.9
15/10/1968,182.4
16/10/1968,156.7
17/10/1968,153.6
18/10/1968,166.1
19/10/1968,190.6
20/10/1968,230.5
21/10/1968,186.7
22/10/1968,174.9
23/10/1968,160.5
24/10/1968,153.4
25/10/1968,142.1
26/10/1968,160.1
27/10/1968,151.9
28/10/1968,180.1
29/10/1968,175.1
30/10/1968,171.9
31/10/1968,108.4
01/11/1968,400.1
02/11/1968,1939.5
03/11/1968,1164
04/11/1968,1882.7
05/11/1968,3272.7
06/11/1968,1939.4
07/11/1968,1658.2
08/11/1968,1068.8
09/11/1968,920.4
10/11/1968,858.1
11/11/1968,1089.5
12/11/1968,795.1
13/11/1968,679.3
14/11/1968,596.1
15/11/1968,545.7
16/11/1968,504.9
17/11/1968,479.8
18/11/1968,448
19/11/1968,426
20/11/1968,346.1
21/11/1968,507.3
22/11/1968,434
23/11/1968,424.6
24/11/1968,381.9
25/11/1968,437.7
26/11/1968,316.5
27/11/1968,347.1
28/11/1968,330.2
29/11/1968,335.9
30/11/1968,329.6
01/12/1968,323.8
02/12/1968,324
03/12/1968,803.2
04/12/1968,884.9
05/12/1968,617.8
06/12/1968,529.5
07/12/1968,493
08/12/1968,459.7
09/12/1968,451.4
10/12/1968,434.2
11/12/1968,446.1
12/12/1968,530.1
13/12/1968,676.1
14/12/1968,666.4
15/12/1968,722.1
16/12/1968,713.6
17/12/1968,701.8
18/12/1968,722.7
19/12/1968,883.7
20/12/1968,1456.2
21/12/1968,1276.6
22/12/1968,1552.6
23/12/1968,1742.3
24/12/1968,1412.2
25/12/1968,1336.1
26/12/1968,1671.6
27/12/1968,1723.1
28/12/1968,1324.8
29/12/1968,1137.6
30/12/1968,1117.5
31/12/1968,2113
01/01/1969,2843.4
02/01/1969,1976.6
03/01/1969,1702.2
04/01/1969,1591.3
05/01/1969,1356.4
06/01/1969,1224.4
07/01/1969,1110.5
08/01/1969,1033.1
09/01/1969,976.5
10/01/1969,937.6
11/01/1969,915.2
12/01/1969,912.8
13/01/1969,922.9
14/01/1969,1019.2
15/01/1969,1196.2
16/01/1969,1692.2
17/01/1969,1914.6
18/01/1969,1381.5
19/01/1969,1179.9
20/01/1969,1200.4
21/01/1969,1059.8
22/01/1969,1022.2
23/01/1969,1226.5
24/01/1969,2324.2
25/01/1969,1832.2
26/01/1969,1432.2
27/01/1969,1231.7
28/01/1969,1242.6
29/01/1969,1243
30/01/1969,1096.1
31/01/1969,1065.5
01/02/1969,946.5
02/02/1969,904.1
03/02/1969,876.5
04/02/1969,841.1
05/02/1969,808.7
06/02/1969,790.4
07/02/1969,781
08/02/1969,769.6
09/02/1969,751.6
10/02/1969,751.6
11/02/1969,783.6
12/02/1969,765.5
13/02/1969,742.2
14/02/1969,707.4
15/02/1969,708.2
16/02/1969,854.4
17/02/1969,1168.8
18/02/1969,970.2
19/02/1969,819.9
20/02/1969,775.4
21/02/1969,721.1
22/02/1969,715.8
23/02/1969,695.2
24/02/1969,675.2
25/02/1969,682
26/02/1969,655.3
27/02/1969,647.6
28/02/1969,647
01/03/1969,631.3
02/03/1969,605.3
03/03/1969,580.1
04/03/1969,531.6
05/03/1969,535
06/03/1969,570.4
07/03/1969,546.3
08/03/1969,503.7
09/03/1969,522.4
10/03/1969,508.1
11/03/1969,502.8
12/03/1969,478
13/03/1969,529.4
14/03/1969,398
15/03/1969,486.8
16/03/1969,318.4
17/03/1969,413.2
18/03/1969,434.9
19/03/1969,438.7
20/03/1969,425
21/03/1969,387.7
22/03/1969,371.3
23/03/1969,374.8
24/03/1969,380.6
25/03/1969,367.8
26/03/1969,370.1
27/03/1969,368
28/03/1969,365.3
29/03/1969,364.6
30/03/1969,354.8
31/03/1969,344.8
01/04/1969,343.5
02/04/1969,332.2
03/04/1969,212.1
04/04/1969,422.3
05/04/1969,315.8
06/04/1969,303.5
07/04/1969,313.6
08/04/1969,309.2
09/04/1969,310.8
10/04/1969,307
11/04/1969,293
12/04/1969,300
13/04/1969,306.7
14/04/1969,299.1
15/04/1969,350.9
16/04/1969,231.9
17/04/1969,307.5
18/04/1969,298.8
19/04/1969,270.4
20/04/1969,266.3
21/04/1969,252.9
22/04/1969,246.5
23/04/1969,254.3
24/04/1969,201.3
25/04/1969,247.6
26/04/1969,242
27/04/1969,252.4
28/04/1969,262.6
29/04/1969,258.4
30/04/1969,267.3
01/05/1969,245.9
02/05/1969,229.9
03/05/1969,238.1
04/05/1969,231
05/05/1969,227.3
06/05/1969,220.8
07/05/1969,219.4
08/05/1969,234.2
09/05/1969,211
10/05/1969,223.3
11/05/1969,208
12/05/1969,210.1
13/05/1969,209.5
14/05/1969,211.2
15/05/1969,205.7
16/05/1969,199.6
17/05/1969,204.4
18/05/1969,199.1
19/05/1969,197.7
20/05/1969,192.8
21/05/1969,185
22/05/1969,192.7
23/05/1969,191.5
24/05/1969,174.8
25/05/1969,173.5
26/05/1969,170.5
27/05/1969,160
28/05/1969,163.2
29/05/1969,153.3
30/05/1969,154.4
31/05/1969,155.1
01/06/1969,151.6
02/06/1969,160.4
03/06/1969,139.2
04/06/1969,148.1
05/06/1969,133.9
06/06/1969,151.3
07/06/1969,134.1
08/06/1969,144.7
09/06/1969,129.6
10/06/1969,142.3
11/06/1969,128.4
12/06/1969,142.5
13/06/1969,139.6
14/06/1969,139
15/06/1969,126.1
16/06/1969,134
17/06/1969,129.4
18/06/1969,124.4
19/06/1969,126.7
20/06/1969,120.1
21/06/1969,122.3
22/06/1969,119.5
23/06/1969,116.9
24/06/1969,111.1
25/06/1969,117
26/06/1969,107.5
27/06/1969,114
28/06/1969,104.6
29/06/1969,114
30/06/1969,112.8
01/07/1969,108.1
02/07/1969,104.9
03/07/1969,102.7
04/07/1969,108.3
05/07/1969,106.3
06/07/1969,101.3
07/07/1969,109.1
08/07/1969,102.2
09/07/1969,100.4
10/07/1969,99.8
11/07/1969,104.7
12/07/1969,96.6
13/07/1969,102.8
14/07/1969,97.9
15/07/1969,98.6
16/07/1969,93.8
17/07/1969,98.5
18/07/1969,96.4
19/07/1969,97.8
20/07/1969,94
21/07/1969,90.7
22/07/1969,95.9
23/07/1969,89.4
24/07/1969,92.6
25/07/1969,97.8
26/07/1969,88.7
27/07/1969,99.1
28/07/1969,95.3
29/07/1969,85.9
30/07/1969,95.5
31/07/1969,93.8
01/08/1969,95.9
02/08/1969,94.5
03/08/1969,101.3
04/08/1969,95.2
05/08/1969,109
06/08/1969,96.1
07/08/1969,84.1
08/08/1969,103.5
09/08/1969,87.9
10/08/1969,96.7
11/08/1969,97.8
12/08/1969,106.9
13/08/1969,117.9
14/08/1969,103.3
15/08/1969,119.1
16/08/1969,161.7
17/08/1969,139.2
18/08/1969,123.8
19/08/1969,120.5
20/08/1969,110.9
21/08/1969,138.5
22/08/1969,138.1
23/08/1969,117.1
24/08/1969,113.5
25/08/1969,111.5
26/08/1969,112
27/08/1969,107
28/08/1969,101.3
29/08/1969,114.6
30/08/1969,111.1
31/08/1969,101.9
01/09/1969,95.6
02/09/1969,99.8
03/09/1969,97.3
04/09/1969,96.6
05/09/1969,96.3
06/09/1969,97.6
07/09/1969,93.5
08/09/1969,88.1
09/09/1969,102.6
10/09/1969,91.3
11/09/1969,92.1
12/09/1969,94.8
13/09/1969,88.5
14/09/1969,92.7
15/09/1969,74.1
16/09/1969,106.1
17/09/1969,90.3
18/09/1969,101.8
19/09/1969,83.8
20/09/1969,94
21/09/1969,90.6
22/09/1969,83.8
23/09/1969,88.4
24/09/1969,91.3
25/09/1969,86.1
26/09/1969,87.4
27/09/1969,90.2
28/09/1969,95.3
29/09/1969,113.2
30/09/1969,104.8
01/10/1969,90.9
02/10/1969,91.5
03/10/1969,90.2
04/10/1969,90.8
05/10/1969,98.4
06/10/1969,153.5
07/10/1969,161.5
08/10/1969,217.4
09/10/1969,438
10/10/1969,182.1
11/10/1969,155.4
12/10/1969,133.2
13/10/1969,173.2
14/10/1969,243.8
15/10/1969,187.8
16/10/1969,159.5
17/10/1969,144.4
18/10/1969,134
19/10/1969,162
20/10/1969,246.1
21/10/1969,180.4
22/10/1969,159
23/10/1969,149.8
24/10/1969,152.1
25/10/1969,157.7
26/10/1969,146.2
27/10/1969,134.1
28/10/1969,134.9
29/10/1969,130.5
30/10/1969,128.5
31/10/1969,119.7
01/11/1969,115.5
02/11/1969,116
03/11/1969,124.2
04/11/1969,468.7
05/11/1969,386.1
06/11/1969,264.4
07/11/1969,237.2
08/11/1969,219
09/11/1969,217.9
10/11/1969,223.6
11/11/1969,227.5
12/11/1969,201
13/11/1969,177.8
14/11/1969,166.2
15/11/1969,164.8
16/11/1969,159.9
17/11/1969,159.5
18/11/1969,151.8
19/11/1969,293
20/11/1969,414.4
21/11/1969,309.7
22/11/1969,258.5
23/11/1969,241.2
24/11/1969,217.6
25/11/1969,208.6
26/11/1969,214.6
27/11/1969,234.8
28/11/1969,227.2
29/11/1969,230.8
30/11/1969,190.5
01/12/1969,201.3
02/12/1969,191.1
03/12/1969,189.4
04/12/1969,181.7
05/12/1969,176.3
06/12/1969,178.2
07/12/1969,166
08/12/1969,165.5
09/12/1969,160.6
10/12/1969,156.8
11/12/1969,157.5
12/12/1969,149.3
13/12/1969,155.5
14/12/1969,160.6
15/12/1969,207.5
16/12/1969,184.4
17/12/1969,177.3
18/12/1969,155.5
19/12/1969,182
20/12/1969,169.1
21/12/1969,230.4
22/12/1969,499.9
23/12/1969,307.7
24/12/1969,262.6
25/12/1969,329
26/12/1969,302.9
27/12/1969,295.4
28/12/1969,246.8
29/12/1969,255.9
30/12/1969,352.8
31/12/1969,496.8
01/01/1970,464
02/01/1970,397.2
03/01/1970,379.8
04/01/1970,356.1
05/01/1970,327.4
06/01/1970,295.1
07/01/1970,306.3
08/01/1970,287.6
09/01/1970,279
10/01/1970,228.2
11/01/1970,294.7
12/01/1970,308.2
13/01/1970,302.2
14/01/1970,293
15/01/1970,305.6
16/01/1970,293.4
17/01/1970,290.7
18/01/1970,287.6
19/01/1970,280.7
20/01/1970,289.5
21/01/1970,272.9
22/01/1970,263.4
23/01/1970,266.2
24/01/1970,259.3
25/01/1970,249.2
26/01/1970,251.1
27/01/1970,249.3
28/01/1970,244.9
29/01/1970,252
30/01/1970,232.1
31/01/1970,292.4
01/02/1970,289.3
02/02/1970,253.8
03/02/1970,238.2
04/02/1970,249.6
05/02/1970,244
06/02/1970,222.1
07/02/1970,222.5
08/02/1970,206.9
09/02/1970,271.9
10/02/1970,306.6
11/02/1970,420.1
12/02/1970,344.4
13/02/1970,334.5
14/02/1970,324.8
15/02/1970,313.8
16/02/1970,302.5
17/02/1970,303.6
18/02/1970,278.6
19/02/1970,269.2
20/02/1970,245.3
21/02/1970,239.3
22/02/1970,227.5
23/02/1970,233.3
24/02/1970,216.3
25/02/1970,233.7
26/02/1970,205.3
27/02/1970,205.4
28/02/1970,208.9
01/03/1970,196.1
02/03/1970,190.7
03/03/1970,190.1
